0,6.125
0.1,5.5
0.2,5
0.3,4.625
0.37071,4.2715
0.37625,4.2402
0.38179,4.225
0.38733,4.2168
0.39287,4.2125
0.39841,4.2105
0.40395,4.2064
0.4095,4.203
0.41504,4.2002
0.42058,4.1973
0.42612,4.1945
0.43166,4.1915
0.4372,4.1877
0.44274,4.1828
0.44828,4.1763
0.45383,4.1684
0.45937,4.1593
0.46491,4.1493
0.47045,4.1387
0.47599,4.1278
0.48153,4.1165
0.48707,4.1052
0.49262,4.094
0.49816,4.0832
0.5037,4.0729
0.50924,4.0629
0.51478,4.0534
0.52032,4.0444
0.52586,4.0354
0.5314,4.0271
0.53695,4.0185
0.54249,4.01
0.54803,4.0012
0.55357,3.9919
0.55911,3.9823
0.56465,3.972
0.57019,3.9606
0.57573,3.9484
0.58128,3.9352
0.58682,3.922
0.59236,3.9094
0.5979,3.8974
0.60344,3.8863
0.60898,3.8756
0.61452,3.8652
0.62006,3.8552
0.62561,3.845
0.63115,3.8355
0.63669,3.8263
0.64223,3.8177
0.64777,3.8102
0.65331,3.8034
0.65885,3.7972
0.66439,3.7931
0.66994,3.7893
0.67548,3.7857
0.68102,3.7819
0.68656,3.7784
0.6921,3.7748
0.69764,3.7712
0.70318,3.7675
0.70872,3.7633
0.71427,3.7589
0.71981,3.7544
0.72535,3.7493
0.73089,3.7438
0.73643,3.7375
0.74197,3.7308
0.74751,3.7232
0.75305,3.716
0.7586,3.7088
0.76414,3.701
0.76968,3.6917
0.77522,3.6816
0.78076,3.6718
0.7863,3.661
0.79184,3.6497
0.79738,3.6424
0.80293,3.6374
0.80847,3.6323
0.81401,3.6276
0.81955,3.623
0.82509,3.6165
0.83063,3.6023
0.83617,3.5808
0.84172,3.5661
0.84726,3.5561
0.8528,3.5462
0.85834,3.5362
0.86388,3.5262
0.86942,3.5162
0.87496,3.5062
0.8805,3.4962
0.88605,3.4862
0.89159,3.4762
0.89713,3.4662
0.90267,3.4562
0.90821,3.4463
0.91375,3.4363
0.91929,3.4263
0.99,2.5
1,0
